Country,"Track Identifier","Media type","Date Played",Hours,"Play Duration Milliseconds","End Reason Type","Source Type","Play Count","Skip Count","Ignore For Recommendations","Track Reference","Track Description"
Japan,605688808,AUDIO,20200527,6,255093,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,1,1,false,605688808,"ONE OK ROCK - Ending Story??"
Japan,526671139,AUDIO,20200527,6,254747,NATURAL_END_OF_TRACK,ANDROID,1,0,false,526671139,"ONE OK ROCK - Kimishidai Ressha"
Japan,605689010,AUDIO,20200527,7,146853,NATURAL_END_OF_TRACK,ANDROID,1,0,false,605689010,"ONE OK ROCK - The Beginning"
Japan,953420425,AUDIO,20200527,6,144441,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,1,1,false,953420425,"ONE OK ROCK - Cry out"
Japan,605689009,AUDIO,20200527,6,99273,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,1,1,false,605689009,"ONE OK ROCK - Onion!"
Japan,953420424,AUDIO,20200527,6,83125,TRACK_SKIPPED_FORWARDS,ANDROID,1,2,false,953420424,"ONE OK ROCK - Take me to the top"
Japan,1215143089,AUDIO,20200528,"1, 13",1038946,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,3,2,false,1215143089,"Koresawa - たばこ"
Japan,1466941065,AUDIO,20200528,"1, 13",596000,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,2,2,false,1466941065,"Koresawa - 恋人失格"
Japan,1489118273,AUDIO,20200528,"1, 13",542186,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,2,3,false,1489118273,"Yuuri - かくれんぼ"
Japan,1173406707,AUDIO,20200528,12,469397,NATURAL_END_OF_TRACK,ANDROID,2,1,false,1173406707,"ONE OK ROCK - I was King"
Japan,1511081352,AUDIO,20200528,7,330133,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1511081352,"RADWIMPS - Brain Washing (Anti Anti Mix)"
Japan,526671133,AUDIO,20200528,12,318427,NATURAL_END_OF_TRACK,ANDROID,1,0,false,N/A,"ONE OK ROCK - C.h.a.o.s.m.y.t.h."
Japan,525691950,AUDIO,20200528,"8, 9",294987,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,1,1,false,525691950,"ONE OK ROCK - My Sweet Baby"
Japan,605689016,AUDIO,20200528,12,264587,NATURAL_END_OF_TRACK,ANDROID,1,0,false,N/A,"ONE OK ROCK - Smiling Down"
Japan,605689017,AUDIO,20200528,10,251852,NATURAL_END_OF_TRACK,ANDROID,2,0,false,605689017,"ONE OK ROCK - Deeper Deeper"
Japan,526033577,AUDIO,20200528,7,234240,NATURAL_END_OF_TRACK,ANDROID,1,0,false,526033577,"ONE OK ROCK - Crazy Botch"
Japan,525691944,AUDIO,20200528,7,232640,NATURAL_END_OF_TRACK,ANDROID,1,0,false,525691944,"ONE OK ROCK - 20 Years Old"
Japan,953420438,AUDIO,20200528,13,224867,NATURAL_END_OF_TRACK,ANDROID,1,0,false,N/A,"ONE OK ROCK - Decision"
Japan,526033572,AUDIO,20200528,12,224213,NATURAL_END_OF_TRACK,ANDROID,1,0,false,N/A,"ONE OK ROCK - Melody Line No Shibouritsu"
Japan,526671131,AUDIO,20200528,"9, 10",219827,NATURAL_END_OF_TRACK,ANDROID,1,1,false,526671131,"ONE OK ROCK - Answer Is Near"
Japan,525691943,AUDIO,20200528,7,219573,NATURAL_END_OF_TRACK,ANDROID,1,0,false,525691943,"ONE OK ROCK - Kaimu"
Japan,526022838,AUDIO,20200528,12,208053,NATURAL_END_OF_TRACK,ANDROID,1,0,false,N/A,"ONE OK ROCK - Mikansei Koukyoukyoku"
Japan,526671139,AUDIO,20200528,9,205468,PLAYBACK_MANUALLY_PAUSED,ANDROID,1,0,false,526671139,"ONE OK ROCK - Kimishidai Ressha"
Japan,1441633613,AUDIO,20200528,12,204013,NATURAL_END_OF_TRACK,ANDROID,1,0,false,N/A,"ONE OK ROCK - In the Stars (feat. Kiiara)"
Japan,1511080520,AUDIO,20200528,4,196491,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,1,1,false,1511080520,"RADWIMPS - Zenzenzense (English Version)"
Japan,526671136,AUDIO,20200528,10,188885,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,1,1,false,526671136,"ONE OK ROCK - Re:make"
Japan,525691941,AUDIO,20200528,7,173467,NATURAL_END_OF_TRACK,ANDROID,1,0,false,525691941,"ONE OK ROCK - Koi No Aibou Kokoro No Cupido"
Japan,953420442,AUDIO,20200528,11,167293,PLAYBACK_MANUALLY_PAUSED,ANDROID,2,0,false,953420442,"ONE OK ROCK - Stuck in the middle"
Japan,605689011,AUDIO,20200528,13,156490,PLAYBACK_MANUALLY_PAUSED,ANDROID,1,0,false,N/A,"ONE OK ROCK - Clock Strikes"
Japan,1511081165,AUDIO,20200528,7,147977,PLAYBACK_MANUALLY_PAUSED,ANDROID,1,0,false,1511081165,"RADWIMPS - Ikijibiki (feat. Taka)"
Japan,1441633604,AUDIO,20200528,12,66625,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,1,1,false,N/A,"ONE OK ROCK - Push Back"
Japan,526022826,AUDIO,20200528,8,60347,NATURAL_END_OF_TRACK,ANDROID,1,0,false,526022826,"ONE OK ROCK - Introduction"
Japan,605689015,AUDIO,20200528,10,56414,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,1,1,false,605689015,"ONE OK ROCK - All Mine"
Japan,1511080521,AUDIO,20200528,4,33462,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,1,1,false,1511080521,"RADWIMPS - Sparkle (English Version)"
Japan,1441633604,AUDIO,20200528,12,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,0,1,false,1441633604,"ONE OK ROCK - Push Back"
Japan,605689013,AUDIO,20200528,10,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,0,1,false,605689013,"ONE OK ROCK - Nothing Helps"
Japan,1511080942,AUDIO,20200528,4,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,0,1,false,1511080942,"RADWIMPS - Stick Figure"
Japan,526022827,AUDIO,20200528,9,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,0,1,false,526022827,"ONE OK ROCK - Never Let This Go"
Japan,525998431,AUDIO,20200528,12,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,0,1,false,N/A,"ONE OK ROCK - Yume Yume"
Japan,605688808,AUDIO,20200528,10,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,0,1,false,605688808,"ONE OK ROCK - Ending Story??"
Japan,526671138,AUDIO,20200528,9,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,0,1,false,526671138,"ONE OK ROCK - Let's Take It Someday"
Japan,1173406718,AUDIO,20200529,"1, 9, 12",488300,NATURAL_END_OF_TRACK,ANDROID,3,0,false,1173406718,"ONE OK ROCK - Take what you want (feat. 5 Seconds of Summer)"
Japan,1511081353,AUDIO,20200529,4,389427,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1511081353,"RADWIMPS - Sokkenai"
Japan,525691941,AUDIO,20200529,"2, 12",346934,NATURAL_END_OF_TRACK,ANDROID,2,0,false,525691941,"ONE OK ROCK - Koi No Aibou Kokoro No Cupido"
Japan,605689012,AUDIO,20200529,9,338920,NATURAL_END_OF_TRACK,ANDROID,1,0,false,605689012,"ONE OK ROCK - Be the Light"
Japan,526671133,AUDIO,20200529,12,318427,NATURAL_END_OF_TRACK,ANDROID,1,0,false,526671133,"ONE OK ROCK - C.h.a.o.s.m.y.t.h."
Japan,605689013,AUDIO,20200529,"1, 8",286067,TRACK_SKIPPED_FORWARDS,ANDROID,1,1,false,605689013,"ONE OK ROCK - Nothing Helps"
Japan,526671137,AUDIO,20200529,8,265120,NATURAL_END_OF_TRACK,ANDROID,1,0,false,526671137,"ONE OK ROCK - Pierce"
Japan,605689016,AUDIO,20200529,1,264587,NATURAL_END_OF_TRACK,ANDROID,1,0,false,605689016,"ONE OK ROCK - Smiling Down"
Japan,526022836,AUDIO,20200529,1,256093,NATURAL_END_OF_TRACK,ANDROID,1,0,false,526022836,"ONE OK ROCK - Riot!!!"
Japan,1173406694,AUDIO,20200529,7,255485,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1173406694,"ONE OK ROCK - We are"
Japan,605688808,AUDIO,20200529,1,255093,NATURAL_END_OF_TRACK,ANDROID,1,0,false,605688808,"ONE OK ROCK - Ending Story??"
Japan,953420443,AUDIO,20200529,8,255020,NATURAL_END_OF_TRACK,ANDROID,1,0,false,953420443,"ONE OK ROCK - Fight the night"
Japan,526671139,AUDIO,20200529,1,254747,NATURAL_END_OF_TRACK,ANDROID,1,0,false,526671139,"ONE OK ROCK - Kimishidai Ressha"
Japan,1173406707,AUDIO,20200529,1,238826,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1173406707,"ONE OK ROCK - I was King"
Japan,605689011,AUDIO,20200529,1,235347,NATURAL_END_OF_TRACK,ANDROID,1,0,false,605689011,"ONE OK ROCK - Clock Strikes"
Japan,953420425,AUDIO,20200529,1,228439,NATURAL_END_OF_TRACK,ANDROID,1,0,false,953420425,"ONE OK ROCK - Cry out"
Japan,953420438,AUDIO,20200529,1,224867,NATURAL_END_OF_TRACK,ANDROID,1,0,false,953420438,"ONE OK ROCK - Decision"
Japan,525691943,AUDIO,20200529,"1, 8",219573,TRACK_SKIPPED_FORWARDS,ANDROID,1,1,false,525691943,"ONE OK ROCK - Kaimu"
Japan,1173406710,AUDIO,20200529,2,218992,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1173406710,"ONE OK ROCK - Listen (feat. Avril Lavigne)"
Japan,1173406693,AUDIO,20200529,7,216662,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1173406693,"ONE OK ROCK - Taking Off"
Japan,1441633535,AUDIO,20200529,8,214547,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1441633535,"ONE OK ROCK - Stand Out Fit In"
Japan,1173406696,AUDIO,20200529,1,211740,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1173406696,"ONE OK ROCK - Always coming back"
Japan,526671136,AUDIO,20200529,0,204493,NATURAL_END_OF_TRACK,ANDROID,1,0,false,526671136,"ONE OK ROCK - Re:make"
Japan,526022831,AUDIO,20200529,1,193867,NATURAL_END_OF_TRACK,ANDROID,1,0,false,526022831,"ONE OK ROCK - Shake It Down"
Japan,1511081165,AUDIO,20200529,3,180608,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,1,1,false,1511081165,"RADWIMPS - Ikijibiki (feat. Taka)"
Japan,526022835,AUDIO,20200529,8,141815,TRACK_SKIPPED_FORWARDS,ANDROID,1,1,false,526022835,"ONE OK ROCK - Wherever You Are"
Japan,526022827,AUDIO,20200529,8,109087,PLAYBACK_MANUALLY_PAUSED,ANDROID,1,0,false,526022827,"ONE OK ROCK - Never Let This Go"
Japan,1511081552,AUDIO,20200529,4,108823,PLAYBACK_MANUALLY_PAUSED,ANDROID,1,0,false,1511081552,"RADWIMPS - Nakidashisodayo (feat. Aimyon)"
Japan,605689018,AUDIO,20200529,12,94241,PLAYBACK_MANUALLY_PAUSED,ANDROID,1,0,false,605689018,"ONE OK ROCK - 69"
Japan,1511080485,AUDIO,20200529,0,81782,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,1,1,false,1511080485,"RADWIMPS - me me she"
Japan,953420442,AUDIO,20200529,3,78463,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,1,1,false,953420442,"ONE OK ROCK - Stuck in the middle"
Japan,526022826,AUDIO,20200529,1,60347,NATURAL_END_OF_TRACK,ANDROID,1,0,false,526022826,"ONE OK ROCK - Introduction"
Japan,1173406695,AUDIO,20200529,3,39165,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,1,1,false,1173406695,"ONE OK ROCK - 20/20"
Japan,525691950,AUDIO,20200529,8,0,TRACK_SKIPPED_FORWARDS,ANDROID,0,1,false,525691950,"ONE OK ROCK - My Sweet Baby"
Japan,525998432,AUDIO,20200529,3,0,TRACK_SKIPPED_FORWARDS,ANDROID,0,1,false,525998432,"ONE OK ROCK - Kagerou"
Japan,526022828,AUDIO,20200529,3,0,TRACK_SKIPPED_FORWARDS,ANDROID,0,1,false,526022828,"ONE OK ROCK - Kanzen Kankaku Dreamer"
Japan,525998431,AUDIO,20200529,3,0,TRACK_SKIPPED_FORWARDS,ANDROID,0,1,false,525998431,"ONE OK ROCK - Yume Yume"
Japan,1441633617,AUDIO,20200529,3,0,TRACK_SKIPPED_FORWARDS,ANDROID,0,1,false,1441633617,"ONE OK ROCK - Giants"
Japan,526022837,AUDIO,20200529,3,0,TRACK_SKIPPED_FORWARDS,ANDROID,0,1,false,526022837,"ONE OK ROCK - Adult Suit"
Japan,953420439,AUDIO,20200529,3,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,0,1,false,953420439,"ONE OK ROCK - Paper Planes"
Japan,1489118273,AUDIO,20200530,"22, 23",542186,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,2,2,false,1489118273,"Yuuri - かくれんぼ"
Japan,953420443,AUDIO,20200530,"4, 13",512720,NATURAL_END_OF_TRACK,ANDROID,2,0,false,953420443,"ONE OK ROCK - Fight the night"
Japan,605689018,AUDIO,20200530,"10, 12",462938,NATURAL_END_OF_TRACK,ANDROID,2,1,false,605689018,"ONE OK ROCK - 69"
Japan,953420438,AUDIO,20200530,"4, 13",449734,NATURAL_END_OF_TRACK,ANDROID,2,0,false,953420438,"ONE OK ROCK - Decision"
Japan,605689017,AUDIO,20200530,"10, 12",432906,NATURAL_END_OF_TRACK,ANDROID,2,0,false,605689017,"ONE OK ROCK - Deeper Deeper"
Japan,1215143089,AUDIO,20200530,23,377153,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,1,1,false,1215143089,"Koresawa - たばこ"
"United States",526671139,AUDIO,20200530,4,364825,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,2,0,false,526671139,"ONE OK ROCK - Kimishidai Ressha"
"United States",526022838,AUDIO,20200530,4,355078,NATURAL_END_OF_TRACK,"UNKNOWN_DEVICE, ANDROID",2,0,false,526022838,"ONE OK ROCK - Mikansei Koukyoukyoku"
Japan,605689012,AUDIO,20200530,11,338983,NATURAL_END_OF_TRACK,ANDROID,1,0,false,605689012,"ONE OK ROCK - Be the Light"
Japan,1466941065,AUDIO,20200530,23,298000,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,1,1,false,1466941065,"Koresawa - 恋人失格"
Japan,525691950,AUDIO,20200530,4,294987,NATURAL_END_OF_TRACK,ANDROID,1,0,false,525691950,"ONE OK ROCK - My Sweet Baby"
Japan,605689010,AUDIO,20200530,10,292733,NATURAL_END_OF_TRACK,ANDROID,1,0,false,605689010,"ONE OK ROCK - The Beginning"
Japan,605689013,AUDIO,20200530,12,286067,NATURAL_END_OF_TRACK,ANDROID,1,0,false,605689013,"ONE OK ROCK - Nothing Helps"
Japan,605689019,AUDIO,20200530,12,276640,NATURAL_END_OF_TRACK,ANDROID,1,0,false,605689019,"ONE OK ROCK - The Same As…"
Japan,605689015,AUDIO,20200530,12,276480,NATURAL_END_OF_TRACK,ANDROID,1,0,false,605689015,"ONE OK ROCK - All Mine"
Japan,953420436,AUDIO,20200530,13,264611,NATURAL_END_OF_TRACK,ANDROID,1,0,false,953420436,"ONE OK ROCK - Heartache"
Japan,605689016,AUDIO,20200530,12,264587,NATURAL_END_OF_TRACK,ANDROID,1,0,false,605689016,"ONE OK ROCK - Smiling Down"
Japan,526022839,AUDIO,20200530,4,257427,NATURAL_END_OF_TRACK,ANDROID,1,0,false,526022839,"ONE OK ROCK - Nobody's Home"
Japan,953420432,AUDIO,20200530,12,242560,PLAYBACK_MANUALLY_PAUSED,ANDROID,1,0,false,953420432,"ONE OK ROCK - Mighty Long Fall"
Japan,934734631,AUDIO,20200530,22,238228,NATURAL_END_OF_TRACK,ANDROID,1,0,false,934734631,"Noriyuki Makihara - Fall"
Japan,605689011,AUDIO,20200530,10,235347,NATURAL_END_OF_TRACK,ANDROID,1,0,false,605689011,"ONE OK ROCK - Clock Strikes"
Japan,953420425,AUDIO,20200530,12,228439,NATURAL_END_OF_TRACK,ANDROID,1,0,false,953420425,"ONE OK ROCK - Cry out"
Japan,953420440,AUDIO,20200530,13,224278,NATURAL_END_OF_TRACK,ANDROID,1,0,false,953420440,"ONE OK ROCK - Good Goodbye"
Japan,1173406693,AUDIO,20200530,"4, 13",216892,PLAYBACK_MANUALLY_PAUSED,ANDROID,2,1,false,1173406693,"ONE OK ROCK - Taking Off"
Japan,1441633535,AUDIO,20200530,4,214547,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1441633535,"ONE OK ROCK - Stand Out Fit In"
Japan,525998431,AUDIO,20200530,23,195667,NATURAL_END_OF_TRACK,ANDROID,1,0,false,525998431,"ONE OK ROCK - Yume Yume"
Japan,1511079533,AUDIO,20200530,22,66360,PLAYBACK_MANUALLY_PAUSED,ANDROID,1,0,false,1511079533,"RADWIMPS - Futarigoto"
Japan,526022837,AUDIO,20200530,4,48943,TRACK_SKIPPED_FORWARDS,ANDROID,1,1,false,526022837,"ONE OK ROCK - Adult Suit"
Japan,605688808,AUDIO,20200530,10,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,0,1,false,605688808,"ONE OK ROCK - Ending Story??"
Japan,1466941065,AUDIO,20200531,0,550267,PLAYBACK_MANUALLY_PAUSED,ANDROID,2,1,false,1466941065,"Koresawa - 恋人失格"
Japan,1511082451,AUDIO,20200531,1,534120,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1511082451,"RADWIMPS - Sparkle (Movie Version)"
Japan,605689009,AUDIO,20200531,"2, 3",396080,NATURAL_END_OF_TRACK,ANDROID,2,0,false,605689009,"ONE OK ROCK - Onion!"
Japan,1511081353,AUDIO,20200531,2,389467,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1511081353,"RADWIMPS - Sokkenai"
Japan,1215143089,AUDIO,20200531,0,377153,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,1,1,false,1215143089,"Koresawa - たばこ"
Japan,1511081662,AUDIO,20200531,2,357427,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1511081662,"RADWIMPS - Seikai (18Fes Version)"
Japan,1511082521,AUDIO,20200531,0,344053,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1511082521,"RADWIMPS - Nandemonaiya (Movie Version)"
Japan,1511081352,AUDIO,20200531,2,330133,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1511081352,"RADWIMPS - Brain Washing (Anti Anti Mix)"
Japan,1511080185,AUDIO,20200531,1,307173,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1511080185,"RADWIMPS - September San"
Japan,1511079862,AUDIO,20200531,1,289157,TRACK_SKIPPED_FORWARDS,ANDROID,1,1,false,1511079862,"RADWIMPS - Order Made"
Japan,1511082355,AUDIO,20200531,1,284200,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1511082355,"RADWIMPS - Zenzenzense (Movie Version)"
Japan,1511080942,AUDIO,20200531,1,283653,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1511080942,"RADWIMPS - Stick Figure"
Japan,1511078490,AUDIO,20200531,0,282613,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1511078490,"RADWIMPS - By My Side"
Japan,1511080485,AUDIO,20200531,2,281493,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1511080485,"RADWIMPS - me me she"
Japan,1511078662,AUDIO,20200531,2,280333,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1511078662,"RADWIMPS - Manifesto"
Japan,526671137,AUDIO,20200531,3,265120,NATURAL_END_OF_TRACK,ANDROID,1,0,false,526671137,"ONE OK ROCK - Pierce"
Japan,1473069151,AUDIO,20200531,2,258373,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1473069151,"RADWIMPS - We'll Be Alright (Movie Edit)"
Japan,526022827,AUDIO,20200531,3,257920,NATURAL_END_OF_TRACK,ANDROID,1,0,false,526022827,"ONE OK ROCK - Never Let This Go"
Japan,1511079533,AUDIO,20200531,2,255293,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1511079533,"RADWIMPS - Futarigoto"
Japan,605688808,AUDIO,20200531,3,255093,NATURAL_END_OF_TRACK,ANDROID,1,0,false,605688808,"ONE OK ROCK - Ending Story??"
Japan,526671139,AUDIO,20200531,3,254747,NATURAL_END_OF_TRACK,ANDROID,1,0,false,526671139,"ONE OK ROCK - Kimishidai Ressha"
Japan,526022828,AUDIO,20200531,3,252200,NATURAL_END_OF_TRACK,ANDROID,1,0,false,526022828,"ONE OK ROCK - Kanzen Kankaku Dreamer"
Japan,1511078226,AUDIO,20200531,2,226613,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1511078226,"RADWIMPS - Oshakashama"
Japan,1511081165,AUDIO,20200531,1,221340,TRACK_SKIPPED_FORWARDS,ANDROID,1,1,false,1511081165,"RADWIMPS - Ikijibiki (feat. Taka)"
Japan,526671138,AUDIO,20200531,3,220520,NATURAL_END_OF_TRACK,ANDROID,1,0,false,526671138,"ONE OK ROCK - Let's Take It Someday"
Japan,526022830,AUDIO,20200531,3,209320,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,1,1,false,526022830,"ONE OK ROCK - Yes I Am"
Japan,526671136,AUDIO,20200531,3,204493,NATURAL_END_OF_TRACK,ANDROID,1,0,false,526671136,"ONE OK ROCK - Re:make"
Japan,1511082517,AUDIO,20200531,1,195493,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1511082517,"RADWIMPS - Nandemonaiya (Movie Edit)"
Japan,1473069149,AUDIO,20200531,2,188067,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1473069149,"RADWIMPS - Grand Escape (feat. Toko Miura) [Movie Edit]"
Japan,525998434,AUDIO,20200531,2,161630,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,1,1,false,525998434,"ONE OK ROCK - Kemuri"
Japan,1473068680,AUDIO,20200531,1,157080,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1473068680,"RADWIMPS - Voice of Wind (Movie Edit)"
Japan,1473069115,AUDIO,20200531,2,150653,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1473069115,"RADWIMPS - Is There Still Anything That Love Can Do? (Movie Edit)"
Japan,1511078981,AUDIO,20200531,1,147467,TRACK_SKIPPED_FORWARDS,ANDROID,1,1,false,1511078981,"RADWIMPS - Kimi To Hitsuji To Ao"
Japan,1511082273,AUDIO,20200531,2,129187,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1511082273,"RADWIMPS - Dream Lantern"
Japan,526022826,AUDIO,20200531,2,120694,NATURAL_END_OF_TRACK,ANDROID,2,0,false,526022826,"ONE OK ROCK - Introduction"
Japan,605689010,AUDIO,20200531,8,110173,FAILED_TO_LOAD,ANDROID,1,0,false,605689010,"ONE OK ROCK - The Beginning"
