header,title,titleUrl,subtitles,time,products,activityControls,description,details,channel_name
YouTube,ぱんちどらいくどうーまん2話 を視聴しました,https://www.youtube.com/watch?v=z95G5woMo_Y,"[{""name"": ""K"", ""url"": ""https://www.youtube.com/channel/UCTGbg-vP0vLXr6A4fbTdPrg""}]",2026-01-31 21:55:33.224000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,error
YouTube,【神回】バイトやらかし2022【やらかしすぎ注意】 を視聴しました,https://www.youtube.com/watch?v=pSWkhDtZp30,"[{""name"": ""\u4e38\u5c71\u793c\u30c1\u30e3\u30f3\u30cd\u30eb"", ""url"": ""https://www.youtube.com/channel/UC0wwyS5MbDCdbLjbtOt0yew""}]",2026-01-31 20:57:40.893000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,丸山礼チャンネル
YouTube,【バイトやらかし】みんなのやらかしが止まらないので2回目やっちゃいますSP を視聴しました,https://www.youtube.com/watch?v=d7sRBjivaqs,"[{""name"": ""\u4e38\u5c71\u793c\u30c1\u30e3\u30f3\u30cd\u30eb"", ""url"": ""https://www.youtube.com/channel/UC0wwyS5MbDCdbLjbtOt0yew""}]",2026-01-31 20:45:29.880000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,丸山礼チャンネル
YouTube,【神回】みんなのバイトやらかし話が面白すぎて全国民必見だと思う【丸山礼】 を視聴しました,https://www.youtube.com/watch?v=H8rHrGSLSOQ,"[{""name"": ""\u4e38\u5c71\u793c\u30c1\u30e3\u30f3\u30cd\u30eb"", ""url"": ""https://www.youtube.com/channel/UC0wwyS5MbDCdbLjbtOt0yew""}]",2026-01-31 20:30:07.201000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,丸山礼チャンネル
YouTube,【カラオケ】人生いろいろ / 島倉千代子 を視聴しました,https://www.youtube.com/watch?v=CqQCWD2MDT8,"[{""name"": ""\u30ab\u30e9\u30aa\u30b1\u6b4c\u3063\u3061\u3083\u738b"", ""url"": ""https://www.youtube.com/channel/UC1tk9F5-MGXEq4LWnjmrtpA""}]",2026-01-31 20:24:26.885000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,カラオケ歌っちゃ王
YouTube,【おうちカラオケ】津軽海峡・冬景色／石川さゆり【期間限定】 を視聴しました,https://www.youtube.com/watch?v=9-m6j_XOf2I,"[{""name"": ""\u30ab\u30e9\u30aa\u30b1DAM\u516c\u5f0f\u30c1\u30e3\u30f3\u30cd\u30eb"", ""url"": ""https://www.youtube.com/channel/UCCq0LTOLQi6oaeWHylP0qBA""}]",2026-01-31 20:22:01.228000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,カラオケDAM公式チャンネル
YouTube,【カラオケ】襟裳岬/森 進一 を視聴しました,https://www.youtube.com/watch?v=ypS99wRj_aY,"[{""name"": ""\u30ab\u30e9\u30aa\u30b1\u6b4c\u3063\u3061\u3083\u738b"", ""url"": ""https://www.youtube.com/channel/UC1tk9F5-MGXEq4LWnjmrtpA""}]",2026-01-31 20:17:33.946000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,カラオケ歌っちゃ王
YouTube,【カラオケ】空も飛べるはず / スピッツ を視聴しました,https://www.youtube.com/watch?v=MpJ3e-Gqeec,"[{""name"": ""\u30ab\u30e9\u30aa\u30b1\u6b4c\u3063\u3061\u3083\u738b"", ""url"": ""https://www.youtube.com/channel/UC1tk9F5-MGXEq4LWnjmrtpA""}]",2026-01-31 20:15:38.250000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,カラオケ歌っちゃ王
YouTube,"練習用カラオケ♬ 雪の華 - 中島美嘉 【ガイドメロディ付】 インスト, BGM, 歌詞 を視聴しました",https://www.youtube.com/watch?v=bNyhOZttSdQ,"[{""name"": ""EdKara"", ""url"": ""https://www.youtube.com/channel/UCRrNOLvQ1LztDKbXtxvDAEQ""}]",2026-01-31 20:13:23.154000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,EdKara
YouTube,【カラオケ】白い恋人達 / 桑田佳祐 を視聴しました,https://www.youtube.com/watch?v=oUoUEsUwDPE,"[{""name"": ""\u30ab\u30e9\u30aa\u30b1\u6b4c\u3063\u3061\u3083\u738b"", ""url"": ""https://www.youtube.com/channel/UC1tk9F5-MGXEq4LWnjmrtpA""}]",2026-01-31 20:10:43.305000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,カラオケ歌っちゃ王
YouTube,NL-NL | D7636 | Blank Again | Mix | Seller | 16x9 | 15s | .mp4 を視聴しました,https://www.youtube.com/watch?v=HJ-ZJEI1f-A,,2026-01-31 20:10:29.840000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",21:10 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Vinted
YouTube,【カラオケ】どんなときも。/ 槇原敬之 を視聴しました,https://www.youtube.com/watch?v=P3GoNnp2j-4,"[{""name"": ""\u30ab\u30e9\u30aa\u30b1\u6b4c\u3063\u3061\u3083\u738b"", ""url"": ""https://www.youtube.com/channel/UC1tk9F5-MGXEq4LWnjmrtpA""}]",2026-01-31 20:10:21.093000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,カラオケ歌っちゃ王
YouTube,【カラオケ】もう恋なんてしない / 槇原敬之 を視聴しました,https://www.youtube.com/watch?v=nAdOIMNMC7E,"[{""name"": ""\u30ab\u30e9\u30aa\u30b1\u6b4c\u3063\u3061\u3083\u738b"", ""url"": ""https://www.youtube.com/channel/UC1tk9F5-MGXEq4LWnjmrtpA""}]",2026-01-31 20:06:00.808000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,カラオケ歌っちゃ王
YouTube,×(修正版あり)【カラオケ】波乗りジョニー / 桑田佳祐 を視聴しました,https://www.youtube.com/watch?v=KUAQhOv4kGM,"[{""name"": ""\u30ab\u30e9\u30aa\u30b1\u6b4c\u3063\u3061\u3083\u738b"", ""url"": ""https://www.youtube.com/channel/UC1tk9F5-MGXEq4LWnjmrtpA""}]",2026-01-31 20:01:36.036000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,カラオケ歌っちゃ王
YouTube,Gymshark - Lift Seamless を視聴しました,https://www.youtube.com/watch?v=_YqoxaVI8kQ,,2026-01-31 20:01:27.399000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",21:01 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Gymshark
YouTube,BLUE OF LIBERTY Zepp羽田公演 を視聴しました,https://www.youtube.com/watch?v=gWn2g_U7chc,"[{""name"": ""K"", ""url"": ""https://www.youtube.com/channel/UCTGbg-vP0vLXr6A4fbTdPrg""}]",2026-01-31 19:16:45.154000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,error
YouTube,ショート動画作成ツールを使用しました,,,2026-01-31 16:22:55.953000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,error
YouTube,SixTONES - ST [YouTube Ver.] (from Album “1ST”) を視聴しました,https://www.youtube.com/watch?v=aOoJKTSn_cY,"[{""name"": ""SixTONES"", ""url"": ""https://www.youtube.com/channel/UCwjAKjycHHT1QzHrQN5Stww""}]",2026-01-31 15:36:39.333000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,SixTONES
YouTube,Altijd een goede deal. Wat je ook verbruikt. を視聴しました,https://www.youtube.com/watch?v=s2oe81_bE1c,,2026-01-31 15:36:36.628000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",16:36 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Energiedirect
YouTube,SixTONESのオールナイトニッポンサタデースペシャル  2026.01.31 を視聴しました,https://www.youtube.com/watch?v=i86W-ryszfg,"[{""name"": ""Sun Radio"", ""url"": ""https://www.youtube.com/channel/UCq88duEk46tPjlkDIIq4A3g""}]",2026-01-31 14:32:38.422000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,Sun Radio
YouTube,【櫻井翔×SixTONES】「声ちっちゃ！」翔くんへ総ツッコミの理由は？｜アスリートへ送る「一秒」へ込めた思い激白｜日本テレビ系2026アスリート応援ソング を視聴しました,https://www.youtube.com/watch?v=g80mbpo-IS4,"[{""name"": ""\u65e5\u30c6\u30ec\u30b9\u30dd\u30fc\u30c4\u3010\u516c\u5f0f\u3011"", ""url"": ""https://www.youtube.com/channel/UCWt0yfrBaUk148rxaOp4b4w""}]",2026-01-31 09:45:30.618000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,日テレスポーツ【公式】
YouTube,1月31日CUTIE STREETオンライン特典会 を視聴しました,https://www.youtube.com/watch?v=pgiL112z1W0,"[{""name"": ""CUTIE STREET"", ""url"": ""https://www.youtube.com/channel/UCEz-AFAg3EUKsxraad1puQA""}]",2026-01-31 07:33:47.889000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,CUTIE STREET
YouTube,桑田佳祐 – 波乗りジョニー（Full ver.） を視聴しました,https://www.youtube.com/watch?v=K0-Dm4wMJpQ,"[{""name"": ""\u6851\u7530\u4f73\u7950"", ""url"": ""https://www.youtube.com/channel/UCaZ17KNeiVkQkeG7i2WDOnQ""}]",2026-01-30 22:48:23.486000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,桑田佳祐
YouTube,Mr.Children「Sign」 TOUR POPSAURUS 2012 Live を視聴しました,https://www.youtube.com/watch?v=7aJmUeLMZi4,"[{""name"": ""Mr.Children Official Channel"", ""url"": ""https://www.youtube.com/channel/UCXteDRy5qB0IjA8WPusCJ7w""}]",2026-01-30 22:43:11.762000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,Mr.Children Official Channel
YouTube,"Mr.Children 「あんまり覚えてないや」 ""HOME"" TOUR 2007 を視聴しました",https://www.youtube.com/watch?v=WIDFCpVb6Fg,"[{""name"": ""\u30df\u30b9\u30c1\u30eb\u30e9\u30d6"", ""url"": ""https://www.youtube.com/channel/UC2CBiDBK_msf-f11RHLjSJw""}]",2026-01-30 22:36:06.670000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,ミスチルラブ
YouTube,犬生初のお肉のケーキに興奮が止まらない犬【10歳】 を視聴しました,https://www.youtube.com/watch?v=KMizNLyLa1U,"[{""name"": ""\u3059\u3057\u3089\u30fc\u3081\u3093\u300a\u306b\u304f\u300b\u21902nd"", ""url"": ""https://www.youtube.com/channel/UC78zfX-wGho3o6MrrnzLzMw""}]",2026-01-30 22:31:09.843000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,すしらーめん《にく》←2nd
YouTube,global 04 star star nas permission to dance vid6 16x9 olv en 049cd7 を視聴しました,https://www.youtube.com/watch?v=ucCkB3QUjHs,,2026-01-30 22:30:39.576000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",23:30 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Starbucks RTD
YouTube,BASIC FIT 2026 Q1 NL YT AWARENESS FLIGHT2 15S FINAL 20260126 を視聴しました,https://www.youtube.com/watch?v=BmZ-WU7T24Y,,2026-01-30 22:30:24.151000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",23:30 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Basic-Fit Nederland
YouTube,INH DAILYBANKING COMPARATIVE 388481 NLComparativeAdUpdate MIX 16x9 6s A 1 NL NL Feb2025 を視聴しました,https://www.youtube.com/watch?v=4Yb2x7d85VI,,2026-01-30 22:19:35.245000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",23:19 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Revolut
YouTube,SixTONES【明日も来たい!!】絶品朝メシinシンガポール を視聴しました,https://www.youtube.com/watch?v=BK4o1X5khKU,"[{""name"": ""SixTONES"", ""url"": ""https://www.youtube.com/channel/UCwjAKjycHHT1QzHrQN5Stww""}]",2026-01-30 22:11:11.333000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,SixTONES
YouTube,Japro 2026 - NL - dagdeal 8 を視聴しました,https://www.youtube.com/watch?v=VUiR-tyzjh4,,2026-01-30 22:11:03.469000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]","23:11 で再生済み
19:07 で再生済み","[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",bol
YouTube,Mr.Children 「Sign」 MUSIC VIDEO を視聴しました,https://www.youtube.com/watch?v=4wuWJ7GAc2s,"[{""name"": ""Mr.Children Official Channel"", ""url"": ""https://www.youtube.com/channel/UCXteDRy5qB0IjA8WPusCJ7w""}]",2026-01-30 18:28:57.432000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,Mr.Children Official Channel
YouTube,Zorgwijs | Lesmateriaal Zorgprofessionals を視聴しました,https://www.youtube.com/watch?v=xlbvEtazUvk,,2026-01-30 18:28:42.455000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",19:28 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Video ad upload channel for 328-813-6968
YouTube,Altijd een goede deal. Wat je ook verbruikt. を視聴しました,https://www.youtube.com/watch?v=s2oe81_bE1c,,2026-01-30 18:28:21.705000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",19:28 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Energiedirect
YouTube,Mr.Children 「しるし」 MUSIC VIDEO を視聴しました,https://www.youtube.com/watch?v=xXA5StMti8c,"[{""name"": ""Mr.Children Official Channel"", ""url"": ""https://www.youtube.com/channel/UCXteDRy5qB0IjA8WPusCJ7w""}]",2026-01-30 18:20:33.525000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,Mr.Children Official Channel
YouTube,Zuyd Hogeschool - Open Dag 7 februari 2026 - Repeat - grappig を視聴しました,https://www.youtube.com/watch?v=g38Vm0JQRaM,,2026-01-30 18:20:20.228000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",19:20 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Zuyd Hogeschool
YouTube,Studiomoda を視聴しました,https://www.youtube.com/watch?v=ET3-bMt08tY,,2026-01-30 18:14:47.598000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",19:14 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Video ad upload channel
YouTube,Mr.Children、大切な人と聴いてほしい名曲特集 を視聴しました,https://www.youtube.com/watch?v=dCEr1vIEBlU,"[{""name"": ""\u30df\u30b9\u30c1\u30eb\u30ce\u30b8\u30ab\u30f3"", ""url"": ""https://www.youtube.com/channel/UCpErEt0URl6fp_Qsig4-UdA""}]",2026-01-30 18:07:44.865000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,ミスチルノジカン
YouTube,Nestera - Bescherming Tegen Roofdieren を視聴しました,https://www.youtube.com/watch?v=jY1zia5y8z4,,2026-01-30 18:06:51.679000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",19:06 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Video ad upload channel for 860-328-1866
YouTube,THO を視聴しました,https://www.youtube.com/watch?v=AqSqWuvHEzQ,,2026-01-30 17:59:25.423000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",18:59 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Video ad upload channel
YouTube,"Mr.Children 「Sign」""HOME"" TOUR 2007 -in the field- を視聴しました",https://www.youtube.com/watch?v=Mj_N696G8r4,"[{""name"": ""\u30df\u30b9\u30c1\u30eb\u30e9\u30d6"", ""url"": ""https://www.youtube.com/channel/UC2CBiDBK_msf-f11RHLjSJw""}]",2026-01-30 17:53:15.861000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,ミスチルラブ
YouTube,Zuyd Hogeschool - Open Dag 7 februari 2026 - Waarom je niet naar een open dag moet gaan を視聴しました,https://www.youtube.com/watch?v=59Ywow9qvaQ,,2026-01-30 17:52:48.821000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",18:52 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Zuyd Hogeschool
YouTube,SixTONES official【明日も来たい!!】絶品朝メシinシンガポール を視聴しました,https://www.youtube.com/watch?v=SPyZFKs5XXQ,"[{""name"": ""SixTONES"", ""url"": ""https://www.youtube.com/channel/UCwjAKjycHHT1QzHrQN5Stww""}]",2026-01-30 05:18:51.426000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,SixTONES
YouTube,Ziggo LocalRadio Wifigarantie RC 20s Algemeen 20250506  23LUFS 2 を視聴しました,https://www.youtube.com/watch?v=2mHZusPwCK8,,2026-01-29 23:19:51.256000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",0:19 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Ziggo
YouTube,仲里依紗の悪口募集したらアンチコメントたくさんきて噛み付いてるバトル動画です🌊🔥おぼえとけ？👌 を視聴しました,https://www.youtube.com/watch?v=XPkupluYAUQ,"[{""name"": ""\u4ef2\u91cc\u4f9d\u7d17\u3067\u3059\u3002"", ""url"": ""https://www.youtube.com/channel/UCJyGoLz_sLHHHI1uEPg6UhA""}]",2026-01-29 23:17:33.006000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,仲里依紗です。
YouTube,【公開後に観ると解像度が上がります】映画『ファーストキス　1ST KISS』公開記念！一生の思い出に残るラブストーリー誕生スペシャル！ を視聴しました,https://www.youtube.com/watch?v=8LxlFsYAlco,"[{""name"": ""\u6771\u5b9dMOVIE\u30c1\u30e3\u30f3\u30cd\u30eb"", ""url"": ""https://www.youtube.com/channel/UCTDMT3aL30noTVFgNPA9XtQ""}]",2026-01-29 23:03:28.368000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,東宝MOVIEチャンネル
YouTube,前田拳太郎×柏木悠(超特急)SPインタビュー ｢TBSドラマ初出演にして初主演でビックリ!!｣『君には届かない。』【TBS】 を視聴しました,https://www.youtube.com/watch?v=k5hjJMUswj4,"[{""name"": ""TBS\u516c\u5f0f YouTuboo"", ""url"": ""https://www.youtube.com/channel/UCxpIo6FFB7gMQz2Fy2X8XdQ""}]",2026-01-29 22:55:57.566000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,TBS公式 YouTuboo
YouTube,【夫が寝たあとに】ママ友に職業 聞く？聞かない？ #夫が寝たあとに #藤本美貴 #ミキティ #横澤夏子#shorts を視聴しました,https://www.youtube.com/watch?v=8m54ZerUe-s,"[{""name"": ""\u592b\u304c\u5bdd\u305f\u3042\u3068\u306b\u3010\u516c\u5f0f\u3011"", ""url"": ""https://www.youtube.com/channel/UC09hthLsb6suAwttk_YK5Eg""}]",2026-01-29 22:54:27.326000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,夫が寝たあとに【公式】
YouTube,こちらアイドルのラジオで合ってますか？#sixtones #shorts を視聴しました,https://www.youtube.com/watch?v=hXGeNf7dVXU,"[{""name"": ""\u30a2\u30a4\u30c9\u30eb\u5927\u597d\u304d\u56f3\u9451"", ""url"": ""https://www.youtube.com/channel/UCAtoeb-wP2lEP7XQcrcICow""}]",2026-01-29 20:37:09.291000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,アイドル大好き図鑑
YouTube,【小野田紀美】自民党公式で発揮するオタクぶり_30秒で詰め込む愛_語りだしたら止まらない小野田紀美_2023/12/01 を視聴しました,https://www.youtube.com/watch?v=hadeUlYG5mA,"[{""name"": ""\u653f\u6cbbch\u306f\u3058\u3081\u307e\u3057\u305f"", ""url"": ""https://www.youtube.com/channel/UCMzRD7_vTEcDDxzICO3PBLA""}]",2026-01-29 20:36:24.609000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,政治chはじめました
YouTube,「ブラッシュアップライフ第5話」ノーベル賞も取らず、大勢も救わない…これが“普通の人”の人生二周目という現実 を視聴しました,https://www.youtube.com/watch?v=now9t2slyO4,"[{""name"": ""N\u00e1ng T\u1ea1"", ""url"": ""https://www.youtube.com/channel/UC4sej9STiiFzxM4sHsUS1qg""}]",2026-01-29 20:33:38.190000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,Náng Tạ
YouTube,よにのちゃんねる【誕プレ!!】とにかく買った日 を視聴しました,https://www.youtube.com/watch?v=QMzaUa9EtH0,"[{""name"": ""\u3088\u306b\u306e\u3061\u3083\u3093\u306d\u308b"", ""url"": ""https://www.youtube.com/channel/UC2alHD2WkakOiTxCxF-uMAg""}]",2026-01-29 20:31:24.968000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,よにのちゃんねる
YouTube,【竹田恒泰】日本人なら米を食え💢自身の体験を熱弁する恒泰ｗ #shorts #short #ショート #竹田恒泰 #米政策 #新米 #新嘗祭 #天皇陛下 #パン #ラーメン #ブチギレ #日本人 を視聴しました,https://www.youtube.com/watch?v=mdP6dtMhES4,"[{""name"": ""\u65e5\u672c\u306e\u653f\u6cbb\u5bb6"", ""url"": ""https://www.youtube.com/channel/UC43ekYDmSbZglc2ndwDNtAQ""}]",2026-01-29 20:30:22.307000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,error
YouTube,「ブラッシュアップライフ」電車まであと12分/その間に、先生を救い、友人の結婚生活に介入するという離れ業 を視聴しました,https://www.youtube.com/watch?v=QfFU6CLPAlc,"[{""name"": ""Th\u1ee7y\u9593\u306e\u7f8e\u5b66 "", ""url"": ""https://www.youtube.com/channel/UC8LVL7ZycduEIMwuI1RqC2A""}]",2026-01-29 20:26:53.851000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,Thủy間の美学 
YouTube,壮太、血圧低下＋両側瞳孔散大の絶望危機！心嚢穿刺失敗から MER 総出、並行手術で奇跡の救命 を視聴しました,https://www.youtube.com/watch?v=ipWeP4l7h2c,"[{""name"": ""Jim Kitsiopoulos"", ""url"": ""https://www.youtube.com/channel/UC67ciGB3rUMbOHAEga3TBKA""}]",2026-01-29 20:19:47.371000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,error
YouTube,「ブラッシュアップライフ第3話」「マジ時間、返してほしい」…親友の無駄にした恋愛時間に対する、私たちの正当な怒り を視聴しました,https://www.youtube.com/watch?v=PEs4C2rsMCA,"[{""name"": ""Quan Ho"", ""url"": ""https://www.youtube.com/channel/UCh3Vik2foyo0QFOrZYiK5GQ""}]",2026-01-29 20:18:21.902000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,Quan Ho
YouTube,丈くんは令和のワクワクさん#shorts を視聴しました,https://www.youtube.com/watch?v=xhT6mRSk430,"[{""name"": ""\u30a2\u30a4\u30c9\u30eb\u5927\u597d\u304d\u56f3\u9451"", ""url"": ""https://www.youtube.com/channel/UCAtoeb-wP2lEP7XQcrcICow""}]",2026-01-29 20:17:26.708000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,アイドル大好き図鑑
