Country,Track Identifier,Media type,Date Played,Hours,Play Duration Milliseconds,End Reason Type,Source Type,Play Count,Skip Count,Ignore For Recommendations,Track Reference,Track Description,Date Played_parsed
Japan,296790952,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,296790952.0,Beyoncé - Listen (From the Motion Picture Dreamgirls),2026-01-07
Japan,1857510083,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1857510083.0,Remioromen - Sangatsu Kokonoka,2026-01-07
Japan,1717756901,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1717756901.0,Travis Japan - Swing My Way,2026-01-07
Japan,1580509106,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1580509106.0,BAK - パラレルワールド - Parallel World,2026-01-07
Japan,1845313619,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1845313619.0,Mr.Children - Kemonomichi,2026-01-07
Japan,1497219050,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1497219050.0,The Chainsmokers - Closer (feat. Mackenyu Arata) [Tokyo Remix],2026-01-07
Japan,1065973708,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1065973708.0,Pink Floyd - Money,2026-01-07
Japan,1374928848,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1374928848.0,Mr.Children - Bokuranooto,2026-01-07
Japan,915756302,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,915756302.0,笠置シヅ子 - 東京ブギウギ,2026-01-07
Japan,1839434080,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1839434080.0,ONE OK ROCK - Bon Voyage,2026-01-07
Japan,1375030703,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1375030703.0,Mr.Children - Ao,2026-01-07
Japan,1808340184,AUDIO,20260107,11,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1808340184.0,FRUITS ZIPPER - 天真爛漫,2026-01-07
Japan,1573383059,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1573383059.0,二宮和也 - 虹,2026-01-07
Japan,1374987009,AUDIO,20260107,12,0,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,0,2,False,1374987009.0,Mr.Children - Youthful Days,2026-01-07
Japan,1447932349,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1447932349.0,"Mr.Children - Uminite,Kokorohahadakaninaritagaru",2026-01-07
Japan,1440866879,AUDIO,20260107,11,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1440866879.0,Sing Street - Drive It Like You Stole It,2026-01-07
Japan,1375007484,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1375007484.0,Mr.Children - Kazetohoshitomebiusunowa,2026-01-07
Japan,1487738282,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1487738282.0,"Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff & Cast of Frozen 2 - Some Things Never Change",2026-01-07
Japan,1374987913,AUDIO,20260107,"11, 12",0,TRACK_SKIPPED_FORWARDS,IPHONE,0,2,False,1374987913.0,Mr.Children - UFO,2026-01-07
Japan,1497105903,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1497105903.0,ARASHI - 言葉より大切なもの,2026-01-07
Japan,1751218216,AUDIO,20260107,11,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1751218216.0,Harumi Fuuki - Graffiti in the Equipment Locker,2026-01-07
Japan,1551664064,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1551664064.0,aimyon - On a Cherry Blossom Night,2026-01-07
Japan,1374950946,AUDIO,20260107,"11, 12",0,TRACK_SKIPPED_FORWARDS,IPHONE,0,2,False,1374950946.0,Mr.Children - Tomorrow Never Knows,2026-01-07
Japan,1571628539,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1571628539.0,MY FIRST STORY - I'm a mess,2026-01-07
Japan,1375049969,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1375049969.0,Mr.Children - Fake,2026-01-07
Japan,1374952545,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1374952545.0,Mr.Children - Waltz,2026-01-07
Japan,1374996523,AUDIO,20260107,"11, 12",0,TRACK_SKIPPED_FORWARDS,IPHONE,0,2,False,1374996523.0,Mr.Children - Tenohira,2026-01-07
Japan,1375009925,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1375009925.0,Mr.Children - Coelacanth,2026-01-07
Japan,1452688124,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1452688124.0,"Nemanja Radulović, Borusan Istanbul Philharmonic Orchestra & Sascha Goetzel - Violin Concerto in D Major, Op. 35, TH 59: II. Canzonetta. Andante",2026-01-07
Japan,1444618308,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1444618308.0,Che'Nelle - Happiness,2026-01-07
Japan,1845313610,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1845313610.0,Mr.Children - I Miss You,2026-01-07
Japan,1502684171,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1502684171.0,Novel Core - I Know It Wolf,2026-01-07
Japan,1811935798,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1811935798.0,SixTONES - Outrageous,2026-01-07
Japan,1487738284,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1487738284.0,Josh Gad - When I Am Older,2026-01-07
Japan,1375007483,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,2,False,1375007483.0,Mr.Children - Hitsuji Hoeru,2026-01-07
Japan,1374996522,AUDIO,20260107,"11, 12",0,TRACK_SKIPPED_FORWARDS,IPHONE,0,2,False,1374996522.0,Mr.Children - Paddle,2026-01-07
Japan,1339013683,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1339013683.0,"Ronacher Ensemble - Mozart,  Mozart! (Live)",2026-01-07
Japan,1436663437,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1436663437.0,Shiki Theatre Company - Overture (Shiki Theatre Company),2026-01-07
Japan,1777047366,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1777047366.0,なにわ男子 - 妄想っちゅーDiscooooooo!!,2026-01-07
Japan,1374996530,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1374996530.0,Mr.Children - Tenchou Bus,2026-01-07
Japan,1751218212,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1751218212.0,Harumi Fuuki - Cloudy Seaside,2026-01-07
Japan,1375007473,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1375007473.0,Mr.Children - Shuumatsuno Confidence Song,2026-01-07
Japan,1375030701,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1375030701.0,Mr.Children - Rock'n Roll Waikiteiru,2026-01-07
Japan,1857511332,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,2,False,1857511332.0,Remioromen - Konayuki,2026-01-07
Japan,1375007477,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1375007477.0,Mr.Children - Shounen,2026-01-07
Japan,1808340192,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1808340192.0,FRUITS ZIPPER - 月の音,2026-01-07
Japan,1653541192,AUDIO,20260107,20,0,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,0,1,False,1653541192.0,GADORO - ここにいよう,2026-01-07
Japan,1645263233,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1645263233.0,the dresscodes - Yokogao,2026-01-07
Japan,1838917685,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1838917685.0,ONE OK ROCK - 100%(hundred percent),2026-01-07
Japan,103823282,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,103823282.0,Chiyoko Shimakura - 人生いろいろ,2026-01-07
Japan,1374928851,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1374928851.0,Mr.Children - Candy,2026-01-07
